latitude,longitude,Distance_y,Rating_y,Review Count,Categories_y,Price_y
40.687535,-73.993187,755,1,2170,"Wine Bar, Tapas Restaurant",1
40.687734,-73.995768,1491,1,5754,Fish Market,4
40.686301,-73.990957,1483,5,1125,Tapas Restaurant,3
40.684598,-73.992155,1369,4,3178,"Butcher, Meat and Seafood Store",1
40.684229,-73.991835,524,5,2757,"Cocktail Bar, Lounge",3
40.689662,-73.998243,1142,4,6217,"Cocktail Bar, Mexican Restaurant, South American Restaurant",2
40.684006,-73.992088,264,3,672,Park,3
40.686756,-73.990103,1242,3,5839,Bookstore,1
40.68875,-73.9921,1147,5,3709,"Coffee Shop, Ice Cream Parlor, Fast Food Restaurant",1
40.687306,-73.989688,723,4,6594,"Coffee Shop, Restaurant",3
40.689447,-73.992259,781,2,5560,"Cafe, Coffee, and Tea House",2
40.68778,-73.990099,456,1,2927,"Bagel Shop, Deli, Seafood Restaurant",1
40.690118,-73.993376,1305,3,4884,"Restaurant, Grocery Store",4
40.690334,-73.995347,909,3,5882,"Gourmet Store, Grocery Store",5
40.690147,-73.996256,424,2,6658,"Cocktail Bar, Lounge, Restaurant",3
40.688295,-73.989029,934,3,2700,Sushi Restaurant,2
40.689508,-73.98803,1195,5,6391,"Italian Restaurant, Pizzeria",3
40.687938,-73.988273,96,3,6344,"Bubble Tea Shop, Tea Room",4
40.690915,-73.995763,657,3,4229,"French Restaurant, New American Restaurant",1
40.690535,-73.989902,522,1,2924,"Japanese Restaurant, New American Restaurant",2
40.681677,-73.996489,1085,3,6396,History Museum,2
40.681239,-73.996734,1179,2,4502,"Breakfast Spot, Comfort Food Restaurant",4
40.680842,-73.991484,1185,2,1770,"Bistro, Coffee Shop, American Restaurant",5
40.6882,-73.986539,579,4,354,"Wine Bar, Dining and Drinking",1
40.680273,-73.994559,1569,1,635,"Cocktail Bar, Seafood Restaurant",2
40.685522,-73.985911,1167,5,5934,Coffee Shop,3
40.679833,-73.99489,802,1,6633,"Diner, French Restaurant, Italian Restaurant",1
40.68184,-74.000377,156,5,779,"Greek Restaurant, Mediterranean Restaurant",5
40.682166,-73.98639,133,4,2650,Pizzeria,3
40.691403,-73.987711,300,2,3640,"Music Venue, Bar, Vegan and Vegetarian Restaurant",4
40.682389,-73.986137,678,3,3184,"American Restaurant, Steakhouse",5
40.693643,-73.998575,1498,2,293,Sports and Recreation,3
40.677916,-73.995992,727,4,4082,Italian Restaurant,4
40.678125,-73.998225,1227,3,4131,Thai Restaurant,1
40.686056,-73.982093,815,4,6327,"General Contractor, Painter",5
40.688733,-73.982808,488,5,6655,Vintage and Thrift Store,2
40.787272,-73.95148,1351,3,6979,Korean BBQ Restaurant,4
40.787689,-73.954075,325,3,1006,"Bar, Burger Joint, American Restaurant",1
40.785612,-73.955044,163,5,4902,"Cocktail Bar, Café, Italian Restaurant",4
40.786987,-73.954091,739,5,3895,Liquor Store,5
40.785974,-73.94955,1278,5,5400,"Cafe, Coffee, and Tea House, Bagel Shop, Restaurant",3
40.787594,-73.955601,514,4,1620,Park,5
40.789841,-73.948256,1211,3,1362,Playground,4
40.784239,-73.951887,1320,2,4248,"Café, Coffee Shop, Restaurant",3
40.792534,-73.95207,1144,3,3177,Bookstore,2
40.790613,-73.947674,724,1,970,History Museum,3
40.7902,-73.946959,1395,2,1406,Mexican Restaurant,3
40.785445,-73.957223,728,2,5403,"Gourmet Store, Grocery Store",5
40.783732,-73.950644,1263,2,466,Art Museum,4
40.790957,-73.9469,661,5,6647,"Sports Bar, Dining and Drinking, Wings Joint",5
40.793229,-73.952802,732,3,1379,"Beer Bar, New American Restaurant",1
40.783085,-73.950619,556,2,4416,Fountain,2
40.793833,-73.952432,874,5,316,"Bagel Shop, Restaurant",5
40.793425,-73.951542,969,5,1811,Park,1
40.782627,-73.953617,524,3,6514,Landmarks and Outdoors,4
40.793761,-73.953085,341,4,5911,"Italian Restaurant, Pizzeria",2
40.784527,-73.947134,115,3,3620,Landmarks and Outdoors,2
40.790281,-73.945956,21,4,1094,"Café, Coffee Shop, Restaurant",3
40.781914,-73.952017,632,2,5732,Bagel Shop,5
40.784109,-73.958745,1166,1,1883,"Wine Bar, African Restaurant",2
40.792279,-73.945902,797,1,1434,"Monument, Nature Preserve, Park, Plaza, Sporting Goods Retail",4
40.783901,-73.958474,261,3,6361,"Cocktail Bar, Tapas Restaurant",3
40.783385,-73.947484,1550,5,5909,"Café, Coffee Shop, Restaurant",1
40.791985,-73.946809,1378,3,2388,"Coffee Shop, Ice Cream Parlor, Restaurant",4
40.792993,-73.945448,281,1,3474,Community Center,3
40.789495,-73.943041,1244,1,4921,"Beer Bar, American Restaurant",4
40.78333,-73.947525,261,5,1515,Thai Restaurant,5
40.783016,-73.95894,1274,1,2528,Café,5
40.781296,-73.94889,316,3,5746,Art Museum,5
40.781076,-73.949056,145,5,727,"Cocktail Bar, Gastropub, American Restaurant",1
40.782969,-73.959007,1172,3,5118,Pub,4
40.789477,-73.961881,722,2,1025,Art Museum,5
40.785516,-73.962646,203,1,3769,Tennis Court,5
40.780396,-73.950254,654,2,6268,Lake,5
40.780955,-73.947522,1254,1,5336,Pizzeria,4
40.795573,-73.955996,971,4,2495,Indian Restaurant,2
40.790302,-73.943116,778,3,2434,Scenic Lookout,3
40.780367,-73.953356,175,4,503,"Coffee Shop, Noodle Restaurant, Thai Restaurant",4
40.780275,-73.954794,802,5,4948,"Coffee Shop, Restaurant",4
40.790305,-73.943028,1056,4,6391,"American Restaurant, Salad Restaurant, Vegan and Vegetarian Restaurant",4
40.781645,-73.958038,62,1,796,Mexican Restaurant,2
40.782991,-73.944016,232,4,4394,Grocery Store,3
40.796296,-73.949116,1427,5,1854,Park,4
40.781853,-73.944191,1130,3,4775,African Restaurant,4
40.779785,-73.95294,434,5,6065,Track,5
40.780276,-73.946665,398,4,4738,Grocery Store,5
40.781296,-73.94889,1237,2,5691,"Diner, American Restaurant, Sandwich Spot",2
40.783085,-73.950619,271,3,1066,"Cocktail Bar, Gastropub, American Restaurant",2
40.781076,-73.949056,460,3,5665,"Bagel Shop, Restaurant",1
40.780955,-73.947522,602,5,3241,Pub,1
40.78333,-73.947525,357,5,4537,Indian Restaurant,2
40.783385,-73.947484,948,1,1373,Café,3
40.781914,-73.952017,1044,4,3764,"Coffee Shop, Ice Cream Parlor, Restaurant",4
40.783732,-73.950644,400,4,5904,"Wine Bar, African Restaurant",4
40.780396,-73.950254,963,5,5486,"Sports Bar, Dining and Drinking, Wings Joint",2
40.784239,-73.951887,162,5,6757,Pizzeria,1
40.784527,-73.947134,1275,2,365,Bookstore,2
40.779667,-73.947122,1597,4,3480,"Café, Coffee Shop, Restaurant",5
40.780276,-73.946665,1062,5,3623,"Mexican Restaurant, Peruvian Restaurant",5
40.782627,-73.953617,1393,1,6804,"Diner, American Restaurant, Sandwich Spot",3
40.780111,-73.94679,1376,3,1744,"Italian Restaurant, Pizzeria",2
40.779454,-73.947114,872,5,880,Sushi Restaurant,2
40.781853,-73.944191,62,4,220,Bakery,2
40.778552,-73.948566,880,3,1233,Track,3
40.780367,-73.953356,105,3,2103,"Wine Bar, Coffee Shop, Restaurant",5
40.782991,-73.944016,169,2,6603,"Coffee Shop, Restaurant",4
40.778966,-73.945173,572,3,2100,Park,4
40.780275,-73.954794,1078,4,1261,New American Restaurant,5
40.7791,-73.944216,1465,3,28,"American Restaurant, Salad Restaurant, Vegan and Vegetarian Restaurant",1
40.777356,-73.950923,1480,1,6864,Swimming Pool,1
40.777608,-73.951589,286,5,3263,Beer Store,4
40.787272,-73.95148,1380,5,6413,"Butcher, Gourmet Store, Grocery Store",2
40.777498,-73.951672,1005,3,1561,"Bar, Burger Joint, American Restaurant",3
40.778201,-73.943526,365,5,6280,"Hot Dog Joint, Fast Food Restaurant, German Restaurant",2
40.777498,-73.951672,80,2,929,Soccer Field,5
40.779029,-73.954965,704,1,1875,German Restaurant,3
40.777169,-73.951834,1530,2,1724,"Burger Joint, American Restaurant, Fast Food Restaurant",1
40.785612,-73.955044,1023,1,2158,"Cocktail Bar, Whisky Bar",4
40.786987,-73.954091,256,1,874,Liquor Store,5
40.776372,-73.949356,175,3,2290,"Cafe, Coffee, and Tea House, Bagel Shop, Restaurant",4
40.77682,-73.952782,583,2,1315,Liquor Store,3
40.778845,-73.955788,476,2,291,Italian Restaurant,5
40.787689,-73.954075,1226,2,4574,"Coffee Shop, Restaurant",1
40.776063,-73.946766,1529,4,4987,"Cocktail Bar, Café, Italian Restaurant",5
40.778058,-73.954927,1465,1,5433,"Sandwich Spot, Bagel Shop",2
40.776779,-73.9523,272,5,2508,"Salad Restaurant, Dining and Drinking, Soup Spot",4
40.785445,-73.957223,992,4,404,"Beer Bar, Beer Store",5
40.777395,-73.955514,298,3,2515,Art Museum,4
40.776008,-73.946807,1146,5,1290,"Bakery, Restaurant",2
40.783901,-73.958474,563,2,964,"Coffee Shop, Diner, American Restaurant",1
40.784109,-73.958745,473,3,3260,"Café, Coffee Shop, Restaurant",5
40.783016,-73.95894,1269,3,3447,"Monument, Nature Preserve, Park, Plaza, Sporting Goods Retail",5
40.781645,-73.958038,1000,3,3986,Art Museum,1
40.776106,-73.94314,1239,3,6707,Grocery Store,5
40.774866,-73.951177,923,5,4899,Monument,4
40.775409,-73.953077,1427,3,5677,Italian Restaurant,2
40.791095,-73.974009,1360,2,365,"Cocktail Bar, Gastropub, American Restaurant",3
40.793934,-73.972808,368,5,4697,Italian Restaurant,4
40.793627,-73.972184,660,1,606,Movie Theater,4
40.793603,-73.97109,581,4,3994,"Diner, American Restaurant, Fast Food Restaurant",1
40.789257,-73.974112,1072,4,1680,"Wine Bar, Tapas Restaurant",1
40.793435,-73.971302,1588,2,4608,"Pizzeria, Mediterranean Restaurant, Middle Eastern Restaurant",5
40.793603,-73.97109,1009,1,6270,Mexican Restaurant,4
40.789256,-73.972145,359,3,6465,"Halal Restaurant, North Indian Restaurant",1
40.788816,-73.974445,261,5,4069,Garden,3
40.79293,-73.978015,615,4,2321,"Wine Bar, French Restaurant",1
40.792806,-73.978622,388,3,3047,Playground,3
40.794854,-73.976735,675,3,2185,Garden,1
40.790625,-73.969401,61,2,6360,Park,5
40.794981,-73.972018,1564,5,3716,Grocery Store,3
40.792097,-73.978901,764,4,6850,Bagel Shop,2
40.795335,-73.970937,1478,1,5598,Monument,5
40.787953,-73.974411,1416,4,3815,"Ice Cream Parlor, Restaurant",3
40.788063,-73.974328,544,1,1993,"Bagel Shop, Deli, American Restaurant",3
40.795916,-73.971399,1421,5,4878,"Butcher, Grocery Store",1
40.787571,-73.976582,289,5,3751,Grocery Store,1
40.787501,-73.971159,1490,3,4042,"Greek Restaurant, Mediterranean Restaurant, Tapas Restaurant",5
40.786952,-73.971487,1452,4,1139,"Cocktail Bar, Sports Bar, South American Restaurant",1
40.79332,-73.967538,976,1,4426,Flower Store,2
40.786741,-73.975326,1075,5,3703,"Coffee Shop, Restaurant",3
40.786628,-73.975496,525,4,4196,"Cocktail Bar, Sandwich Spot",2
40.790398,-73.97984,1197,2,381,"Bar, American Restaurant, Southern Food Restaurant",5
40.786987,-73.97822,139,1,2222,Dog Park,1
40.794254,-73.966918,1553,3,4856,"Cocktail Bar, American Restaurant, Sandwich Spot",4
40.786627,-73.97755,629,1,6140,Grocery Store,4
40.798411,-73.976068,819,1,1545,Movie Theater,2
40.7975,-73.976707,716,4,4827,Park,5
40.785779,-73.972971,845,1,528,Tennis Court,5
40.798357,-73.97298,697,3,6101,"Café, Coffee Shop, Restaurant",5
40.785857,-73.976078,159,1,126,Monument,5
40.789957,-73.96614,374,3,4297,"Sports Bar, American Restaurant",1
40.784916,-73.972938,141,4,1684,Playground,5
40.786218,-73.978715,895,4,1115,"Wine Bar, Coffee Shop, French Restaurant",5
40.785622,-73.976768,355,1,6551,Bookstore,3
40.791511,-73.964539,1256,4,5788,"Burger Joint, New American Restaurant",4
40.795045,-73.965638,27,3,2360,"Monument, Nature Preserve, Plaza, Sporting Goods Retail",2
40.785397,-73.977109,391,3,2097,Coffee Shop,4
40.788435,-73.966518,1565,1,5121,Ramen Restaurant,2
40.784683,-73.977562,623,3,1798,Playground,3
40.783738,-73.974597,177,4,2960,"Bakery, Café, Sandwich Spot",1
40.784845,-73.979579,60,5,4965,"Cocktail Bar, Wine Bar, American Restaurant",4
40.783696,-73.978135,1196,3,3682,"Café, Deli, American Restaurant",2
40.783318,-73.974143,1220,4,1970,"Ice Cream Parlor, Italian Restaurant",1
40.716617,-73.95051,647,1,5644,"Coffee Shop, Restaurant",2
40.719147,-73.952702,126,2,4800,"Bar, Peruvian Restaurant",5
40.71759,-73.952424,1502,2,6843,"Farmers Market, Grocery Store",2
40.719252,-73.952794,1228,1,5968,Italian Restaurant,3
40.717894,-73.945103,824,1,6852,Sushi Restaurant,1
40.716153,-73.951714,1024,1,6561,"Deli, Italian Restaurant, Sandwich Spot",4
40.720138,-73.949903,1034,1,2244,Bar,2
40.716885,-73.944497,838,4,1183,Playground,1
40.719185,-73.943189,212,5,3349,Coffee Shop,4
40.715158,-73.94657,738,1,69,"Bar, Mediterranean Restaurant",2
40.723403,-73.950858,54,3,3983,Breakfast Spot,5
40.723708,-73.951568,281,1,5894,"Beer Bar, Gastropub, American Restaurant",2
40.724204,-73.949143,167,3,6841,Italian Restaurant,5
40.71382,-73.950228,1236,1,6420,"Deli, American Restaurant, Seafood Restaurant",1
40.722931,-73.944292,1524,3,6394,Hardware Store,5
40.713917,-73.952632,89,3,1692,"Café, Coffee Shop, Restaurant",2
40.718594,-73.95722,1429,3,2405,Food Truck,5
40.725471,-73.946136,1233,2,2897,"Coffee Shop, Middle Eastern Restaurant",1
40.717566,-73.957443,1404,3,6920,"Cocktail Bar, Restaurant",1
40.719756,-73.958138,330,5,3919,Juice Bar,5
40.72447,-73.943216,305,4,3738,"Cocktail Bar, Lounge, Seafood Restaurant",4
40.725657,-73.945226,1542,3,4859,Playground,4
40.712025,-73.948762,921,4,35,"Night Club, Cocktail Bar, Restaurant",5
40.714312,-73.956008,1090,1,38,Sandwich Spot,2
40.726057,-73.952444,706,4,5310,"BBQ Joint, American Restaurant, Steakhouse",5
40.721971,-73.958005,1279,1,4155,"Bagel Shop, Bakery, American Restaurant",3
40.719357,-73.938787,1426,5,5557,"Cocktail Bar, Wine Bar, French Restaurant",4
40.720657,-73.95874,1029,1,1578,Music Venue,2
40.72015,-73.95955,172,1,2825,Israeli Restaurant,1
40.715006,-73.958304,237,2,5528,"Gourmet Store, Health Food Store, Herbs and Spices Store",2
40.726267,-73.954679,423,2,3555,Pizzeria,5
40.719709,-73.959882,483,1,3704,"Cafe, Coffee, and Tea House, Japanese Restaurant",5
40.718522,-73.959924,562,4,2836,"Café, Mediterranean Restaurant, Moroccan Restaurant",4
40.720028,-73.960069,635,3,5114,"Lounge, Gastropub, New American Restaurant",2
40.716587,-73.959674,470,1,396,"Bakery, Sandwich Spot",4
40.716206,-73.959791,293,1,1350,"Café, Coffee Shop, Restaurant",5
40.716154,-73.959745,1167,4,3584,Grocery Store,5
40.71589,-73.959517,817,3,306,"Korean Restaurant, Vegan and Vegetarian Restaurant",5
40.710394,-73.951275,234,2,2036,Coffee Shop,4
40.718453,-73.960488,412,2,1067,"Bakery, Cupcake Shop, American Restaurant",1
40.71975,-73.960364,857,2,2847,"Clothing Store, Fashion Accessories Store, Men's Store",2
40.718086,-73.960081,1107,1,1365,"Wine Bar, Italian Restaurant",4
40.721979,-73.959708,1159,3,4904,Thai Restaurant,1
40.713142,-73.949373,275,2,6570,Caribbean Restaurant,4
40.71382,-73.950228,1201,4,1036,"American Restaurant, Ramen Restaurant, Soup Spot",3
40.712025,-73.948762,124,2,4766,Hardware Store,3
40.713911,-73.950842,474,4,3711,Sandwich Spot,1
40.713416,-73.951216,589,3,3670,"Bookstore, Comic Book Store",3
40.714124,-73.946923,256,2,1989,"Bar, Pizzeria, Italian Restaurant",5
40.713767,-73.946167,1419,5,3196,"Butcher, Grocery Store",5
40.715096,-73.950888,747,5,4583,"Bakery, Ice Cream Parlor, Italian Restaurant",3
40.715158,-73.94657,748,2,3220,Chinese Restaurant,3
40.713917,-73.952632,648,5,6439,Breakfast Spot,4
40.710822,-73.947363,869,1,1426,Food Truck,1
40.716153,-73.951714,457,3,2080,"Bakery, Restaurant",5
40.714659,-73.945067,349,1,654,Bar,1
40.710394,-73.951275,1455,3,1611,"Coffee Shop, Restaurant",5
40.716617,-73.95051,332,1,6457,"Bakery, Cupcake Shop, American Restaurant",1
40.709803,-73.951208,1437,2,5350,"Bar, Peruvian Restaurant",1
40.71133,-73.944503,367,5,4379,"Cocktail Bar, New American Restaurant, Vegan and Vegetarian Restaurant",5
40.713971,-73.94456,1416,2,2040,"Cocktail Bar, Wine Bar, Italian Restaurant",4
40.715003,-73.944294,256,5,991,"Cocktail Bar, American Restaurant",5
40.71557,-73.95335,911,3,2424,Pizzeria,3
40.709398,-73.948182,168,5,5250,Pizzeria,5
40.712105,-73.943747,1578,1,40,Music Store,3
40.714751,-73.94363,1192,5,45,"Wine Bar, Burger Joint, Mexican Restaurant",3
40.717608,-73.947711,782,2,494,Arts and Crafts Store,4
40.710482,-73.954027,960,5,4115,"Butcher, Gourmet Store, Grocery Store",3
40.71759,-73.952424,625,4,6970,Mexican Restaurant,1
40.716885,-73.944497,872,1,912,Italian Restaurant,2
40.714864,-73.94346,533,3,6022,Coffee Shop,5
40.717751,-73.946407,31,3,2201,"Whisky Bar, Restaurant",5
40.71725,-73.944991,1599,3,2726,Cantonese Restaurant,2
40.718396,-73.950535,1112,4,4053,"Beer Bar, Wine Bar, Restaurant",3
40.714511,-73.94253,763,2,5688,Brazilian Restaurant,5
40.708031,-73.950922,873,5,51,"Cocktail Bar, Burger Joint",3
40.714312,-73.956008,1272,4,5523,Pizzeria,1
40.718677,-73.948101,1408,3,392,"BBQ Joint, American Restaurant, Steakhouse",4
40.717822,-73.945755,339,1,314,"Beer Bar, Brewery, Restaurant",2
40.708301,-73.946874,742,2,3149,Playground,1
40.717894,-73.945103,471,4,887,Italian Restaurant,3
40.71408,-73.95661,1577,4,1405,"Deli, Italian Restaurant, Sandwich Spot",3
40.70913,-73.954193,1474,3,2706,"BBQ Joint, New American Restaurant",5
40.712459,-73.956722,1189,2,4721,"Pizzeria, Italian Restaurant",1
40.71436,-73.942131,751,4,2990,"Bakery, Coffee Shop, Pizzeria",5
40.70852,-73.944744,127,5,4339,Italian Restaurant,3
40.714912,-73.941628,1090,1,1036,Playground,2
40.713147,-73.957228,697,2,4652,"Cocktail Bar, Dive Bar, South American Restaurant",2
40.71892,-73.95313,1077,1,6539,"Wine Bar, Burger Joint, American Restaurant",4
40.718912,-73.94536,1599,3,5241,"Liquor Store, Wine Store",5
40.719252,-73.952794,900,3,1887,"Cocktail Bar, Wine Bar, Dining and Drinking",1
40.707252,-73.945786,241,3,2637,Sushi Restaurant,3
40.719017,-73.945452,1570,2,354,"Coffee Shop, Japanese Restaurant, Sandwich Spot",2
40.808933,-73.944966,1279,3,767,Bar,3
40.808129,-73.944717,362,5,3115,"Pizzeria, Italian Restaurant",1
40.80876,-73.945353,993,1,5463,"New American Restaurant, Southern Food Restaurant",4
40.808676,-73.944476,532,4,4208,"Cocktail Bar, New American Restaurant",5
40.807661,-73.946098,642,3,168,"South American Restaurant, Southern Food Restaurant",5
40.807522,-73.943207,957,1,6591,Grocery Store,2
40.807112,-73.946427,111,4,111,"Café, Dessert Shop",5
40.810308,-73.944013,796,4,5656,"Burger Joint, American Restaurant",3
40.809599,-73.948316,43,5,5090,"Buffet, Southern Food Restaurant",4
40.806735,-73.942346,1369,4,4219,Arts and Crafts Store,4
40.805571,-73.947505,1091,2,4484,"Burger Joint, American Restaurant, Fast Food Restaurant",4
40.811488,-73.942266,545,2,2023,"Italian Restaurant, Pizzeria",1
40.810036,-73.95002,822,4,2440,Wine Store,4
40.804969,-73.943765,862,4,500,"Music Venue, Theater",5
40.812181,-73.942598,537,3,665,"Playground, Urban Park",2
40.804548,-73.947422,516,5,1712,Bookstore,5
40.805436,-73.940416,1350,3,1913,"Wine Bar, French Restaurant, New American Restaurant",2
40.803995,-73.947925,65,2,490,"Café, Vegan and Vegetarian Restaurant",3
40.81014,-73.950304,1048,4,6974,"Coffee Shop, Ice Cream Parlor, Restaurant",3
40.808859,-73.951786,1092,1,5792,Arts and Crafts Store,5
40.81345,-73.943609,411,3,1148,"Night Club, Cocktail Bar, Restaurant",5
40.813942,-73.946761,632,2,5669,"Concert Hall, Jazz and Blues Venue, Restaurant",3
40.814393,-73.944695,22,5,5199,Organization,3
40.804611,-73.951141,985,2,6970,"Beer Bar, American Restaurant",3
40.810544,-73.951369,694,1,4965,"Coffee Shop, Restaurant",5
40.812375,-73.951527,1450,5,386,Shoe Store,2
40.809505,-73.953866,1399,5,6834,French Restaurant,5
40.81196,-73.950899,491,5,2874,"Bar, New American Restaurant",4
40.806175,-73.953213,915,4,2615,Wine Store,5
40.814601,-73.940941,1069,1,3363,"Cocktail Bar, Mexican Restaurant",4
40.806638,-73.954062,1143,4,4284,Library,5
40.814291,-73.94854,1081,1,213,"American Restaurant, Italian Restaurant, Spanish Restaurant",4
40.802477,-73.950185,33,5,5385,"American Restaurant, Seafood Restaurant, Southern Food Restaurant",3
40.816032,-73.946026,176,1,4115,"American Restaurant, South American Restaurant, Southern Food Restaurant",5
40.8041,-73.954095,378,4,2910,Ethiopian Restaurant,2
40.805043,-73.955181,117,1,1578,"Bagel Shop, American Restaurant, Deli",4
40.809991,-73.955896,111,1,3590,"Bakery, Restaurant",3
40.804513,-73.954811,1577,5,5235,Playground,5
40.804379,-73.955767,658,3,238,"Beer Store, Liquor Store, Wine Store",5
40.814677,-73.948248,170,4,3676,"Coffee Shop, Middle Eastern Restaurant",4
40.808656,-73.935073,735,1,183,Grocery Store,2
40.811348,-73.93535,746,3,1838,"Hiking Trail, Sporting Goods Retail",1
40.808527,-73.935855,464,1,5833,Housing Development,1
40.803868,-73.954698,1482,5,1879,Government Building,5
40.809076,-73.935526,113,3,6164,Park,5
40.803448,-73.935682,1597,4,2692,Drugstore,4
40.717608,-73.947711,1127,2,3533,"Burger Joint, Fast Food Restaurant",2
40.716617,-73.95051,290,1,1126,"Butcher, Gourmet Store, Grocery Store",3
40.715158,-73.94657,535,3,3248,"Bar, Peruvian Restaurant",1
40.717751,-73.946407,646,1,591,Breakfast Spot,3
40.718677,-73.948101,373,2,4990,Cantonese Restaurant,2
40.714124,-73.946923,307,5,3889,"Beer Bar, Brewery, Restaurant",1
40.715096,-73.950888,1450,4,2729,"Butcher, Grocery Store",2
40.716153,-73.951714,457,4,4976,Chinese Restaurant,3
40.718396,-73.950535,23,1,2405,Bar,4
40.717822,-73.945755,1416,2,4406,Brazilian Restaurant,1
40.71725,-73.944991,649,3,221,Playground,4
40.716885,-73.944497,239,5,6284,"Beer Bar, Wine Bar, Restaurant",3
40.71382,-73.950228,659,2,91,Coffee Shop,5
40.717894,-73.945103,933,2,4329,Hardware Store,2
40.713911,-73.950842,539,1,1267,"Deli, Italian Restaurant, Sandwich Spot",2
40.714659,-73.945067,1226,1,6449,"Bookstore, Comic Book Store",4
40.71759,-73.952424,381,1,6532,"Coffee Shop, Restaurant",5
40.713142,-73.949373,1289,2,1550,Italian Restaurant,3
40.713767,-73.946167,1014,3,5722,"American Restaurant, Ramen Restaurant, Soup Spot",5
40.715003,-73.944294,33,3,4068,"Bakery, Ice Cream Parlor, Italian Restaurant",2
40.718912,-73.94536,60,5,1363,Pizzeria,3
40.719017,-73.945452,1512,2,5725,"Cocktail Bar, Wine Bar, Dining and Drinking",4
40.713917,-73.952632,682,2,4984,Bar,3
40.713416,-73.951216,274,3,902,Food Truck,3
40.714751,-73.94363,1055,1,5073,"Bar, Pizzeria, Italian Restaurant",2
40.713971,-73.94456,938,2,4164,Arts and Crafts Store,3
40.71557,-73.95335,1537,1,3809,"Cocktail Bar, American Restaurant",3
40.714864,-73.94346,553,4,4917,Pizzeria,2
40.712025,-73.948762,437,1,1415,"Whisky Bar, Restaurant",2
40.719252,-73.952794,1090,3,3810,Sandwich Spot,4
40.71892,-73.95313,211,1,2070,Sushi Restaurant,2
40.719073,-73.943359,762,2,3899,"Liquor Store, Wine Store",1
40.719185,-73.943189,214,2,2664,"Italian Restaurant, Mediterranean Restaurant",3
40.719147,-73.952702,1101,2,3133,"Bar, Mediterranean Restaurant",5
40.714511,-73.94253,1347,1,5394,"Farmers Market, Grocery Store",1
40.720986,-73.946444,1498,1,5137,"Cocktail Bar, Burger Joint",2
40.720031,-73.943832,1128,1,6489,"Cocktail Bar, Wine Bar, Taco Restaurant",4
40.712105,-73.943747,1090,3,6117,Liquor Store,2
40.717402,-73.941287,903,2,1015,"Wine Bar, Burger Joint, Mexican Restaurant",4
40.714912,-73.941628,632,4,4201,"Café, Coffee Shop, Fast Food Restaurant",5
40.71436,-73.942131,961,3,2482,"Cocktail Bar, Dive Bar, South American Restaurant",4
40.710822,-73.947363,986,1,3359,Italian Restaurant,2
40.71133,-73.944503,563,4,3345,"Bakery, Restaurant",4
40.721901,-73.950538,329,5,5197,"Cocktail Bar, Wine Bar, Italian Restaurant",2
40.721901,-73.950538,1202,5,2771,"Dog Park, Urban Park",2
40.720138,-73.949903,825,4,2475,"Beer Bar, Wine Bar, American Restaurant",5
40.714312,-73.956008,1146,1,3001,Playground,3
40.710394,-73.951275,1023,3,1601,"BBQ Joint, American Restaurant, Steakhouse",5
40.71408,-73.95661,208,4,6825,"Bakery, Cupcake Shop, American Restaurant",2
40.722388,-73.948462,1489,3,4459,"BBQ Joint, New American Restaurant",2
40.710822,-73.947363,284,3,3963,"Music Venue, Bar, Fast Food Restaurant",2
40.709398,-73.948182,1217,3,1564,"Bakery, Restaurant",5
40.712025,-73.948762,1331,5,3489,Music Store,1
40.71133,-73.944503,1150,4,5080,Sandwich Spot,3
40.712105,-73.943747,808,5,3088,"Cocktail Bar, Wine Bar, Italian Restaurant",3
40.709803,-73.951208,1373,5,5078,"Wine Bar, Burger Joint, Mexican Restaurant",3
40.710394,-73.951275,797,2,5840,"Cocktail Bar, New American Restaurant, Vegan and Vegetarian Restaurant",4
40.707252,-73.945786,178,4,3557,"Bakery, Cupcake Shop, American Restaurant",2
40.713142,-73.949373,448,5,5281,"Coffee Shop, Japanese Restaurant, Sandwich Spot",2
40.708031,-73.950922,512,1,3688,"American Restaurant, Ramen Restaurant, Soup Spot",3
40.707047,-73.947393,392,4,4988,Pizzeria,4
40.713767,-73.946167,352,5,6143,"Gay Bar, Lounge, Restaurant",4
40.707846,-73.943715,192,2,2336,"Bakery, Ice Cream Parlor, Italian Restaurant",4
40.707477,-73.943395,1251,2,347,"Cocktail Bar, Venezuelan Restaurant",3
40.714124,-73.946923,772,1,4124,Taiwanese Restaurant,1
40.707223,-73.942818,279,5,761,"Butcher, Grocery Store",3
40.71382,-73.950228,1450,2,1000,"Bakery, Café, Sandwich Spot",1
40.707604,-73.942702,668,3,6850,Hardware Store,2
40.713416,-73.951216,61,5,3320,"Bakery, Dessert Shop",1
40.713971,-73.94456,1308,5,2297,"Bar, Pizzeria, Italian Restaurant",5
40.714659,-73.945067,1198,2,4855,"Cocktail Bar, American Restaurant",4
40.708241,-73.943075,728,1,5548,"Coffee Shop, Restaurant",2
40.707493,-73.942785,760,2,6465,"Beer Bar, Beer Garden, Cocktail Bar",5
40.713911,-73.950842,1358,2,5678,"Dive Bar, Karaoke Bar, Restaurant",3
40.715158,-73.94657,500,5,6069,"Bookstore, Comic Book Store",4
40.714751,-73.94363,824,1,2371,Breakfast Spot,1
40.706165,-73.950108,1592,1,3144,Arts and Crafts Store,3
