station_index,poi_name,latitude,longitude,address,distance,category,popularity
298,New York Philharmonic,40.772771,-73.982953,10 Lincoln Center Plz,613,"Concert Hall, Music Venue",
298,Lincoln Center for the Performing Arts,40.772549,-73.983206,10 Lincoln Center Plz,614,Music Venue,
298,Tatiana by Kwame Onwuachi,40.772673,-73.983437,10 Lincoln Center Plz,614,African Restaurant,
298,American Museum of Natural History,40.781322,-73.97399,Central Park,633,History Museum,
298,Sheep Meadow,40.771905,-73.975053,1802 W 65th St Transverse,637,Picnic Area,
298,Bank Rock Oak Bridge,40.778795,-73.971738,,641,Bridge,
298,Lincoln Center’s Revson Fountain,40.772546,-73.983294,10 Lincoln Center Plz,638,Landmarks and Outdoors,
298,Fiorello H. LaGuardia High School,40.774004,-73.985273,100 Amsterdam Ave,607,High School,
298,Metropolitan Opera,40.772628,-73.984258,70 Lincoln Center Plz,661,"Concert Hall, Music Venue, Opera House",
298,American Museum of Natural History Museum Shop,40.781139,-73.972878,200 Central Park W,663,Retail,
298,American Ballet Theatre,40.772834,-73.984616,64TH St,671,"Music Venue, Café, Restaurant",
298,New York City Opera,40.771775,-73.983875,20 Lincoln Center Plz,701,"Concert Hall, Music Venue, Opera House",
298,David H. Koch Theater,40.77178,-73.983701,20 Lincoln Center Plz,704,"Music Venue, Opera House, Theater",
298,The Smith,40.771506,-73.981855,1900 Broadway,676,New American Restaurant,
298,Breads Bakery,40.77113,-73.981796,1890 Broadway,710,"Bakery, Coffee Shop, Restaurant",
298,Hayden Planetarium,40.781508,-73.973198,175 Central Park S,708,Planetarium,
299,Prince Street Pizza,40.72309,-73.994499,27 Prince St,24,Pizzeria,
299,Rubirosa,40.722665,-73.996272,235 Mulberry St,110,"Pizzeria, Italian Restaurant",
299,Elizabeth Street Garden,40.722386,-73.994602,Elizabeth Street,115,Landmarks and Outdoors,
299,Sézane,40.72371,-73.993519,254 Elizabeth St,111,"Clothing Store, Women's Store",
299,Torrisi,40.724207,-73.99511,275 Mulberry St,132,Italian Restaurant,
299,Tacombi,40.724024,-73.993881,267 Elizabeth St,129,Taco Restaurant,
299,Ruby's Cafe - Soho,40.722296,-73.996291,219 Mulberry St,156,"Burger Joint, Café, Australian Restaurant",
299,La Cabra,40.724339,-73.996207,284 Lafayette St,170,Coffee Shop,
299,REI,40.724798,-73.995177,303 Lafayette St,172,Sporting Goods Retail,
299,Rachel Comey,40.723345,-73.997041,95 Crosby St,201,"Clothing Store, Fashion Accessories Store, Women's Store",
299,Stick With Me,40.721395,-73.995349,202 Mott St,216,"Candy Store, Chocolate Store",
299,Wan Wan,40.721789,-73.996761,209 Mulberry St,210,Thai Restaurant,
299,Moma Design Store Soho,40.722888,-73.997983,81 Spring St,270,Retail,
299,Thai Diner,40.720687,-73.995626,186 Mott St,280,Thai Restaurant,
299,Cafe Lyria,40.725869,-73.995481,166 Crosby St,290,"Café, Restaurant",
299,Balthazar,40.722675,-73.998195,80 Spring St,288,French Restaurant,
299,Los Tacos No. 1,40.726213,-73.994709,340 Lafayette St,332,Taco Restaurant,
299,Bowery Ballroom,40.720425,-73.993346,6 Delancey St,340,"Rock Club, Bar, American Restaurant",
299,Lure Fishbar,40.72466,-73.998271,142 Mercer St,341,"Sushi Restaurant, New American Restaurant, Seafood Restaurant",
299,Dashwood Books,40.726028,-73.993567,33 Bond St,351,Bookstore,
299,Fish Cheeks,40.725729,-73.992682,55 Bond St,353,"Seafood Restaurant, Thai Restaurant",
299,Despaña,40.721114,-73.997782,408 Broome St,352,Tapas Restaurant,
299,Saigon Vietnamese Sandwich,40.719978,-73.995904,369 Broome St,353,"Sandwich Spot, Vietnamese Restaurant",
299,Reformation,40.725985,-73.993172,39 Bond St,354,"Clothing Store, Women's Store",
299,Il Buco,40.725885,-73.992906,47 Bond St,357,"Italian Restaurant, Mediterranean Restaurant",
299,A.P.C.,40.724371,-73.999002,131 Mercer St,360,"Clothing Store, Women's Store",
299,Cocoron & Goemon Curry,40.720379,-73.993039,16 Delancey St,362,Japanese Restaurant,
299,John Derian Company,40.725599,-73.991498,6 E 2nd St,367,Housewares Store,
299,Angelika Film Center,40.725934,-73.997055,18 W Houston St,384,"Indie Movie Theater, Café, American Restaurant",
299,rag & bone,40.724198,-73.999388,119 Mercer St,385,Retail,
299,The Hideout Chai Bar,40.721032,-73.990838,42 Rivington St,394,"Café, Tea Room, Restaurant",
299,La Compagnie des Vins Surnaturels,40.720508,-73.998238,249 Centre St,404,"Wine Bar, American Restaurant, French Restaurant",
299,Bar Goto,40.722782,-73.989947,245 Eldridge St,423,"Cocktail Bar, Lounge, Restaurant",
299,Vic's,40.726847,-73.993206,31 Great Jones St,459,"Pizzeria, Italian Restaurant, Mediterranean Restaurant",
299,Lafayette Grand Café & Bakery,40.72759,-73.993672,380 Lafayette St,478,"Bakery, Bistro, Brasserie",
299,Sonnyboy,40.72051,-73.990207,65 Rivington St,493,"Cocktail Bar, American Restaurant, Australian Restaurant",
299,Copper & Oak,40.721003,-73.98992,157 Allen St,509,"Whisky Bar, Restaurant, Winery",
299,Swift Hibernian Lounge,40.727249,-73.992305,34 E 4th St,510,"Pub, Lounge",
299,Le Botaniste,40.720348,-74.000153,127 Grand St,536,"Wine Bar, Vegan and Vegetarian Restaurant",
299,Attaboy,40.718861,-73.991364,134 Eldridge St,541,"Cocktail Bar, Speakeasy, Restaurant",
299,Double Chicken Please,40.719636,-73.990609,115 Allen St,539,"Cocktail Bar, Burger Joint, Sandwich Spot",
299,8282,40.721632,-73.988592,84 Stanton St,539,Korean Restaurant,
299,Astor Wine & Spirits,40.727937,-73.992812,399 Lafayette St,553,Wine Store,
299,Russ & Daughters,40.722612,-73.988281,179 E Houston St,555,Gourmet Store,
299,Yi Ji Shi Mo,40.718201,-73.99579,88 Elizabeth St,555,Chinese Restaurant,
299,La Colombe Torrefaction,40.728251,-73.993174,400 Lafayette St,558,"Coffee Shop, Fast Food Restaurant, Mexican Restaurant",
299,Wayla,40.718234,-73.992605,100 Forsyth St,574,Thai Restaurant,
299,Sadelle's,40.72628,-74.000212,463 W Broadway,583,"Bakery, American Restaurant, Sandwich Spot",
299,Russ & Daughters Cafe,40.719662,-73.989649,127 Orchard St,590,"Café, American Restaurant, Comfort Food Restaurant",
299,MUJI,40.720806,-74.001175,455 Broadway,591,Miscellaneous Store,
300,Blue Bottle Coffee,40.718402,-74.002302,396 Broadway,117,"Cafe, Coffee, and Tea House",
300,Blue In Green,40.720598,-74.002869,8 Greene St,165,"Clothing Store, Men's Store, Women's Store",
300,MUJI,40.720806,-74.001175,455 Broadway,191,Miscellaneous Store,
300,Le Botaniste,40.720348,-74.000153,127 Grand St,234,"Wine Bar, Vegan and Vegetarian Restaurant",
300,Casa Carmen,40.718786,-74.006027,114 Franklin St,311,Mexican Restaurant,
300,Two Hands Restaurant & Bar,40.717723,-74.005461,251 Church St,315,"Bar, Café, Australian Restaurant",
300,Gotan,40.719255,-74.006613,130 Franklin St,351,"Café, Coffee Shop, Restaurant",
300,La Compagnie des Vins Surnaturels,40.720508,-73.998238,249 Centre St,396,"Wine Bar, American Restaurant, French Restaurant",
300,Atera,40.716911,-74.00556,77 Worth St,400,"Mediterranean Restaurant, Mexican Restaurant, New American Restaurant",
300,Walker's,40.719674,-74.007066,16 N Moore St,371,"Bar, Diner, American Restaurant",
300,La Bella Ferrara,40.717378,-73.998289,108 Mulberry St,407,"Bakery, Café, Italian Restaurant",
300,Brandy Library,40.719995,-74.007167,25 N Moore St,420,"Cocktail Bar, Whisky Bar, American Restaurant",
300,Despaña,40.721114,-73.997782,408 Broome St,430,Tapas Restaurant,
300,Ghostbusters Headquarters,40.719526,-74.00658,14 N Moore St,367,Public and Social Service,
300,Uncle Lou 快樂人,40.71627,-73.999381,73 Mulberry St,447,Chinese Restaurant,
300,Mulberry Fruitstand,40.716765,-73.999007,Canal Street and Mulberry,425,Dining and Drinking,
300,Frenchette Bakery,40.716825,-74.006735,220 Church St,451,"Bakery, Restaurant",
300,Tai Pan Bakery,40.716736,-73.998089,194 Canal St,465,"Bakery, Chinese Restaurant",
300,Balthazar,40.722675,-73.998195,80 Spring St,518,French Restaurant,
300,Bubby's,40.719799,-74.008425,120 Hudson St,517,"Bakery, American Restaurant",
300,Moma Design Store Soho,40.722888,-73.997983,81 Spring St,531,Retail,
300,Tamarind Tribeca,40.719136,-74.009009,99 Hudson St,527,"Asian Restaurant, South Indian Restaurant",
300,Interlude,40.721035,-74.008605,145 Hudson St,539,Coffee Shop,
300,Big Wong King Restaurant,40.716243,-73.998376,67 Mott St,499,Cantonese Restaurant,
300,The Odeon,40.716902,-74.007873,145 W Broadway,538,"American Restaurant, French Restaurant, Italian Restaurant",
300,46 Mott Rookies,40.715214,-73.998553,42 Mott St,554,"Bakery, Cantonese Restaurant",
300,Yi Ji Shi Mo,40.718201,-73.99579,88 Elizabeth St,565,Chinese Restaurant,
300,Takahachi,40.716631,-74.007906,145 Duane St,571,Sushi Restaurant,
300,Yu & Me Books,40.714977,-73.999329,44 Mulberry St,554,Bookstore,
300,Wan Wan,40.721789,-73.996761,209 Mulberry St,569,Thai Restaurant,
300,Saigon Vietnamese Sandwich,40.719978,-73.995904,369 Broome St,571,"Sandwich Spot, Vietnamese Restaurant",
300,rag & bone,40.724198,-73.999388,119 Mercer St,581,Retail,
300,Cafe Atelier,40.719639,-74.008375,112 Hudson St,514,"Cocktail Bar, Wine Bar, Café",
300,Thai Diner,40.720687,-73.995626,186 Mott St,595,Thai Restaurant,
300,Koré Coffee,40.716281,-73.99698,26A Elizabeth St,576,"Coffee Shop, Restaurant",
300,Boqueria,40.724824,-74.002163,171 Spring St,601,Tapas Restaurant,
300,Weather Up,40.716935,-74.008617,159 Duane St,599,"Cocktail Bar, American Restaurant",
300,Ruby's Cafe - Soho,40.722296,-73.996291,219 Mulberry St,615,"Burger Joint, Café, Australian Restaurant",
300,Stick With Me,40.721395,-73.995349,202 Mott St,626,"Candy Store, Chocolate Store",
300,Rachel Comey,40.723345,-73.997041,95 Crosby St,639,"Clothing Store, Fashion Accessories Store, Women's Store",
300,Locanda Verde,40.719919,-74.009957,377 Greenwich St,637,Italian Restaurant,
300,A.P.C.,40.724371,-73.999002,131 Mercer St,639,"Clothing Store, Women's Store",
300,Xi'an Famous Foods,40.715034,-73.997237,45 Bayard St,637,Chinese Restaurant,
300,SUGARFISH by sushi nozawa,40.725162,-74.003617,202 Spring St,650,Sushi Restaurant,
300,San Carlo Osteria Piemonte,40.725097,-74.002043,90 Thompson St,648,"Wine Bar, Italian Restaurant, Mediterranean Restaurant",
300,Terroir Tribeca,40.718945,-74.010093,24 Harrison St,647,"Wine Bar, Burger Joint, American Restaurant",
300,Rubirosa,40.722665,-73.996272,235 Mulberry St,660,"Pizzeria, Italian Restaurant",
300,Tribeca Film Center,40.719594,-74.010032,375 Greenwich St,657,"Movie Theater, Restaurant",
300,Wolfgang's Steakhouse,40.721222,-74.00966,409 Greenwich St,674,"American Restaurant, Steakhouse",
300,Laughing Man Coffee & Tea,40.717216,-74.010199,184 Duane St,679,"Café, Coffee Shop, Restaurant",
301,Mah-Ze-Dahr Bakery,40.735081,-73.999905,28 Greenwich Ave,173,"Bakery, American Restaurant, French Restaurant",
301,Rosemary's,40.73487,-73.999722,18 Greenwich Ave,170,Italian Restaurant,
301,4 Charles Prime Rib,40.735115,-74.000649,4 Charles St,222,"American Restaurant, Steakhouse",
301,Goods For The Study,40.733061,-73.998777,50 W 8th St,239,Stationery Store,
301,Loring Place,40.732989,-73.997464,21 W 8th St,273,"Pizzeria, American Restaurant, Tapas Restaurant",
301,Stumptown Coffee Roasters,40.732704,-73.998021,30 W 8th St,280,"Café, Coffee Shop, Restaurant",
301,Vin Sur Vignt,40.736384,-74.001572,192 7th Ave S,315,Wine Bar,
301,Té Company,40.73465,-74.001853,163 W 10th St,333,"Tea Room, Restaurant",
301,Taïm Falafel and Smoothie Bar,40.735996,-74.00195,222 Waverly Pl,339,"Mediterranean Restaurant, Middle Eastern Restaurant",
301,Joseph Leonard,40.733577,-74.001636,170 Waverly Pl,365,"French Restaurant, New American Restaurant",
301,Family Meal At Blue Hill,40.732123,-73.99957,75 Washington Pl,387,New American Restaurant,
301,Llama San,40.732356,-74.000932,359 Avenue of the Americas,413,"Japanese Restaurant, Peruvian Restaurant",
301,Coppelia,40.738963,-73.999971,207 W 14th St,420,"Diner, Cuban Restaurant, Latin American Restaurant",
301,Amorino,40.732923,-73.993925,E 10TH St,449,"Ice Cream Parlor, Restaurant",
301,Center for Jewish History,40.737996,-73.993863,15 W 16th St,444,History Museum,
301,Blue Bottle Co,40.733936,-73.992393,101 University Pl,474,Coffee Shop,
301,The Raines Law Room,40.738782,-73.994724,48 W 17th St,482,"Cocktail Bar, Lounge, American Restaurant",
301,Sweetgreen,40.733989,-73.992439,101 University Pl,483,"Salad Restaurant, Vegan and Vegetarian Restaurant",
301,Yanni’s Coffee,40.739796,-73.999087,96 7th Ave,499,"Café, Coffee Shop, Restaurant",
301,Washington Square Park,40.730823,-73.997332,5 Avenue A,503,Urban Park,
301,Bar Pisellino,40.732933,-74.003488,52 Grove St,499,"Cocktail Bar, Café, Restaurant",
301,Washington Square Dog Run,40.730805,-73.998426,"South West Quadrant of the Park, New York , 10012, United States",508,Dog Park,
301,Camp,40.737646,-73.992845,110 5th Ave,493,Toy Store,
301,Via Carota,40.733199,-74.003629,51 Grove St,532,Italian Restaurant,
301,Rubin Museum of Art,40.740078,-73.99787,150 W 17th St,532,Art Museum,
301,Breads Bakery,40.736592,-73.99193,18 E 16th St,540,"Bakery, Restaurant",
301,IFC Center,40.73119,-74.001545,323 Avenue of the Americas,540,"Drive-in Theater, Indie Movie Theater, Restaurant",
301,Scuba.com,40.739282,-73.994176,50 W 17th St,552,Sporting Goods Retail,
301,Palma,40.731132,-74.002281,28 Cornelia St,579,Italian Restaurant,
301,OOTOYA,40.738726,-73.9928,8 W 18th St,588,"Burger Joint, Japanese Curry Restaurant, Sushi Restaurant",
301,Lost Spirits,40.738508,-73.992879,11 W 17th St,549,Speakeasy,
301,Buvette,40.732641,-74.004306,42 Grove St,598,French Restaurant,
301,Comedy Cellar,40.730207,-74.000586,117 MacDougal St,611,"Comedy Club, American Restaurant",
301,L'Artusi,40.733806,-74.005138,228 W 10th St,619,Italian Restaurant,
301,Union Square Greenmarket,40.737128,-73.990073,E 17TH St,621,"Farmers Market, Grocery Store",
301,Forbidden Planet,40.733492,-73.990848,832 Broadway,620,"Bookstore, Comic Book Store",
301,Murray’s Cheese,40.731003,-74.003062,254 Bleecker St,633,"Cheese Store, Gourmet Store",
301,Brooklyn Bagel & Coffee Company,40.731055,-73.993197,63 E 8th St,632,"Bagel Shop, Restaurant, Coffee Shop",
301,Gadfly Bar,40.740159,-74.001634,258 W 15th St,613,"Lounge, Cocktail Bar",
301,Xi'an Famous Foods,40.740154,-74.001808,96 8th Ave,633,"Burger Joint, Chinese Restaurant",
301,The Grey Dog,40.740614,-74.000778,242 W 16th St,628,"Café, New American Restaurant, Sandwich Spot",
301,All'Antico Vinaio,40.729587,-73.999601,225 Sullivan St,638,"Italian Restaurant, Sandwich Spot",
301,Strand,40.73321,-73.99068,828 Broadway,644,Bookstore,
301,Sweetgreen,40.738122,-73.991204,8 E 18th St,646,"Salad Restaurant, Vegan and Vegetarian Restaurant",
301,Union Square Park,40.736069,-73.991298,Union Sq E/W & Broadway,645,Playground,
301,Boqueria,40.740319,-73.993736,53 W 19th St,648,Tapas Restaurant,
301,The Up and Up,40.729673,-74.00039,116 MacDougal St,654,"Night Club, Cocktail Bar, Restaurant",
301,Dough,40.739275,-73.992472,14 W 19th St,650,"Bakery, Dessert Shop, Restaurant",
301,Gotham Coffee Roasters,40.739809,-73.992668,23 W 19th St,655,"Coffee Shop, Restaurant",
301,Sushi Nakazawa,40.731772,-74.004533,23 Commerce St,671,Sushi Restaurant,
302,Asset,40.779464,-73.976965,329 Columbus Ave,73,Dining and Drinking,
302,Shake Shack,40.780875,-73.97667,366 Columbus Ave,89,"Burger Joint, American Restaurant, Fast Food Restaurant",
302,Leyla,40.778832,-73.978383,108 W 74th St,183,Mediterranean Restaurant,
302,"Levain Bakery – Upper West Side, NYC",40.781511,-73.979099,351 Amsterdam Ave,222,"Bakery, Cafe, Coffee, and Tea House, Restaurant",
302,"Levain Bakery – Original Location, 74th St, NYC",40.779913,-73.980304,167 W 74th St,237,"Bakery, Restaurant",
302,Tessa,40.781451,-73.979315,349 Amsterdam Ave,240,"French Restaurant, Italian Restaurant, Mediterranean Restaurant",
302,Daily Provisions,40.782225,-73.978646,375 Amsterdam Ave,258,"Bakery, Café, Sandwich Spot",
302,Sala Thai Restaurant,40.780079,-73.980179,307 Amsterdam Ave,268,Thai Restaurant,
302,Miriam,40.780225,-73.980753,300 Amsterdam Ave,293,"Cocktail Bar, Israeli Restaurant, Mediterranean Restaurant",
302,American Museum of Natural History,40.781322,-73.97399,Central Park,304,History Museum,
302,New-York Historical Society Museum and Library,40.77927,-73.9742,170 Central Park W,302,History Museum,
302,Auditorium Of New York Historical Museum,40.779215,-73.974158,170 Central Park W,300,Museum,
302,The Owl’s Tail,40.780978,-73.98087,215 W 75th St,315,"Cocktail Bar, Restaurant",
302,Beacon Theatre,40.780484,-73.981157,2124 Broadway,325,"Concert Hall, Music Venue, Theater",
302,Blue Bottle Coffee,40.779305,-73.980849,279 Amsterdam Ave,351,"Cafe, Coffee, and Tea House",
302,Salumeria Rosi,40.779305,-73.980849,283 Amsterdam Ave,346,Italian Restaurant,
302,American Museum of Natural History Museum Shop,40.781139,-73.972878,200 Central Park W,368,Retail,
302,Hayden Planetarium,40.781508,-73.973198,175 Central Park S,380,Planetarium,
302,RedFarm,40.782123,-73.980434,2170 Broadway,366,"Cantonese Restaurant, Dim Sum Restaurant",
302,Rose Center for Earth and Space,40.781563,-73.973157,Central Park,390,Science Museum,
302,The Ribbon,40.776588,-73.977508,20 W 72nd St,405,American Restaurant,
302,Irving Farm Coffee Roasters,40.78339,-73.979478,224 W 79th St,410,"Café, Coffee Shop, Restaurant",
302,The Milling Room,40.783738,-73.974597,446 Columbus Ave,453,"Cocktail Bar, Wine Bar, American Restaurant",
302,Orwasher's Bakery,40.784683,-73.977562,440 Amsterdam Ave,485,"Bakery, Café, Sandwich Spot",
302,Central Park - Hernshead,40.777458,-73.973259,Central Park Drive,481,Landmarks and Outdoors,
302,Bank Rock Oak Bridge,40.778795,-73.971738,,499,Bridge,
302,Zabar's,40.784845,-73.979579,2245 Broadway,526,"Café, Deli, American Restaurant",
302,Sushi Yasaka,40.77956,-73.983393,251 W 72nd St,532,Sushi Restaurant,
302,Gebhard's Beer Culture,40.779158,-73.983084,228 W 72nd St,517,"Beer Bar, Burger Joint, American Restaurant",
302,Imagine Circle,40.775734,-73.975159,,524,Memorial Site,
302,Sushi Kaito,40.779232,-73.983555,244 W 72nd St,544,Sushi Restaurant,
302,Magnolia Bakery,40.775758,-73.980273,200 Columbus Ave,560,"Bakery, Cupcake Shop, American Restaurant",
302,Cafe Luxembourg,40.777303,-73.983043,200 W 70th St,605,"Bistro, Brasserie, New American Restaurant",
302,Jin Ramen,40.785397,-73.977109,462 Amsterdam Ave,573,Ramen Restaurant,
302,Vanguard Wine Bar,40.776385,-73.983051,189 Amsterdam Ave,653,"Wine Bar, New American Restaurant",
302,Swedish Cottage Marionette Theatre,40.779966,-73.970341,W 79TH St,581,"Concert Hall, Music Venue, Theater",
302,Central Park - W 69th St Entrance Garden,40.774386,-73.977116,W 69TH St,652,"Botanical Garden, Garden, Sporting Goods Retail",
302,Fred's Restaurant,40.785622,-73.976768,476 Amsterdam Ave,611,"Burger Joint, New American Restaurant",
302,Vin Sur Vingt,40.784916,-73.972938,66 W 84th St,659,"Wine Bar, Coffee Shop, French Restaurant",
302,Summit Rock,40.783155,-73.970159,246 Central Park W,666,Scenic Lookout,
302,Barnes & Noble,40.786218,-73.978715,2289 Broadway,669,Bookstore,
302,George Keeley,40.785857,-73.976078,485 Amsterdam Ave,637,"Sports Bar, American Restaurant",
302,Seventieth Street Playground,40.7775,-73.98375,,640,Playground,
302,Belvedere Castle,40.779356,-73.968919,79TH St,700,Landmarks and Outdoors,
302,Delacorte Theater,40.780276,-73.968824,81 Central Park W,715,"Music Venue, Theater, Restaurant",
302,Cherry Hill Fountain,40.774559,-73.972709,,721,Landmarks and Outdoors,
302,AMC Loews Lincoln Square 13,40.775018,-73.981686,1998 Broadway,704,Movie Theater,
302,AMC 84th Street 6,40.786627,-73.97755,2310 Broadway,732,Movie Theater,
302,Jacob's Pickles,40.786628,-73.975496,509 Amsterdam Ave,732,"Bar, American Restaurant, Southern Food Restaurant",
302,Riverside Park Basketball Courts,40.782714,-73.984522,Riverside Drive,698,"Arts and Entertainment, Basketball Court",
303,The Gate,40.672612,-73.983252,321 5th Ave,21,"Beer Bar, American Restaurant",
303,J.J. Byrne Playground,40.679341,-73.985189,344 5th Ave,49,Playground,
303,L'Albero dei Gelati,40.671998,-73.983637,341 5th Ave,95,"Bakery, Ice Cream Parlor, Italian Restaurant",
303,Park Slope's Down to Earth Farmers Market,40.672204,-73.983994,4TH St,74,"Farmers Market, Fruit and Vegetable Store, Grocery Store",
303,Old Stone House,40.672997,-73.984591,336 3rd St,77,History Museum,
303,Velvette Brew,40.673817,-73.982182,279 5th Ave,162,"Coffee Shop, Restaurant",
303,Artist & Craftsman Supply,40.674356,-73.984165,307 2nd St,181,Arts and Crafts Store,
303,JPan Sushi,40.673649,-73.982393,287 5th Ave,136,Sushi Restaurant,
303,Postmark Cafe,40.671039,-73.985213,326 6th St,231,"Café, Coffee Shop, Restaurant",
303,The Commissioner,40.674812,-73.981261,247 5th Ave,291,"Pub, Restaurant",
303,High Dive,40.674922,-73.981178,243 5th Ave,297,Dive Bar,
303,Haenyeo,40.675142,-73.981012,239 5th Ave,331,Korean Restaurant,
303,Park Slope Ale House,40.670641,-73.982014,356 6th Ave,286,"Pub, American Restaurant",
303,Annie's Blue Ribbon General Store,40.675728,-73.981253,232 5th Ave,386,Gift Store,
303,Daigo Sushi Roll,40.676668,-73.984386,527 Carroll St,413,Sushi Restaurant,
303,The Owl Farm,40.669597,-73.986726,297 9th St,462,"Beer Bar, Wine Bar, Restaurant",
303,Strong Rope Brewery,40.676893,-73.984046,574 President St,456,"Bar, Brewery",
303,Dirty Precious,40.676283,-73.986639,317 3rd Ave,474,"Cocktail Bar, Restaurant",
303,Root Hill Cafe,40.676352,-73.984112,262 4th Ave,378,"Bakery, Café, Coffee Shop",
303,Sushi Katsuei,40.670788,-73.978575,210 7th Ave,488,Sushi Restaurant,
303,Union Hall,40.676084,-73.980046,702 Union St,473,"Music Venue, Karaoke Bar, American Restaurant",
303,Palo Santo,40.676836,-73.981981,652 Union St,481,"Caribbean Restaurant, South American Restaurant",
303,Public Display Of Affection,40.677471,-73.982586,669 Union St,505,Pizzeria,
303,Room 205,40.671278,-73.988361,205 8th St,455,"Bakery, Café, Sandwich Spot",
303,Baba's Pierogies,40.676834,-73.986224,295 3rd Ave,524,"Eastern European Restaurant, Modern European Restaurant, Polish Restaurant",
303,Blueprint,40.676884,-73.980383,196 5th Ave,526,"Cocktail Bar, American Restaurant, Tapas Restaurant",
303,Whole Foods,40.674932,-73.988766,214 3rd St,525,Grocery Store,
303,Finback Brewery,40.67752,-73.984769,545 President St,532,"Bar, Brewery, Restaurant",
303,Dram Shop,40.668838,-73.984908,339 9th St,475,"Sports Bar, Burger Joint, American Restaurant",
303,La Bagel Delight,40.668582,-73.980407,284 7th Ave,535,"Sandwich Spot, Bagel Shop",
303,Barbes,40.667789,-73.983821,376 9th St,541,"Night Club, Wine Bar, Restaurant",
303,Brooklyn Public Library - Park Slope,40.668232,-73.983402,431 6th Ave,512,Library,
303,Dinosaur Bar-B-Que,40.677592,-73.984117,604 Union St,530,"BBQ Joint, American Restaurant",
303,Union Market,40.675172,-73.977917,754 Union St,542,Grocery Store,
303,Littleneck,40.677312,-73.986461,288 3rd Ave,548,Seafood Restaurant,
303,Halyards,40.673286,-73.989836,406 3rd Ave,526,"Cocktail Bar, Lounge, Restaurant",
303,Colson Patisserie,40.667787,-73.983908,374 9th St,556,"Bakery, French Restaurant, Sandwich Spot",
303,Claro,40.677478,-73.986337,284 3rd Ave,557,Mexican Restaurant,
303,The Roof,40.674879,-73.988721,214 3rd St,521,"Beer Garden, Gastropub, American Restaurant",
303,Peppinos,40.668137,-73.986887,469 5th Ave,577,"Pizzeria, Italian Restaurant",
303,Four & Twenty Blackbirds,40.672087,-73.990312,439 3rd Ave,586,"Bakery, Coffee Shop, Restaurant",
303,Community Bookstore,40.672677,-73.976468,143 7th Ave,580,Bookstore,
303,Barnes & Noble,40.668764,-73.979673,267 7th Ave,543,Bookstore,
303,Chipotle Mexican Grill,40.671137,-73.977629,185 7th Ave,522,"Fast Food Restaurant, Mexican Restaurant",
303,Variety Coffee Roasters,40.66775,-73.98129,312 7th Ave,605,Coffee Shop,
303,Shelsky’s Brooklyn Bagels,40.669478,-73.989119,453 4th Ave,589,"Sandwich Spot, Bagel Shop",
303,Park Slope Food Coop,40.674769,-73.976855,782 Union St,606,"Organic Grocery, Health Food Store",
303,Wild East Brewing Co,40.678632,-73.983504,623 Sackett St,643,Brewery,
303,Lucky 13 Saloon,40.678144,-73.983615,644 Sackett St,605,Bar,
303,Littlefield,40.678582,-73.983371,635 Sackett St,632,Music Venue,
304,Yura on East End,40.772225,-73.947012,50 E End Ave,34,Deli,
304,Ottomanelli Bros,40.773568,-73.949248,1549 York Ave,234,"Deli, Sandwich Spot, Meat and Seafood Store",
304,Carl Schurz Dog Run,40.773926,-73.943931,E END AVE AND 86TH St,296,Dog Park,
304,Catbird Playground,40.773398,-73.945527,E 84TH St,243,Playground,
304,Carl Schurz Park,40.775229,-73.943631,599 E 86th St,391,Playground,
304,John Jay Playground,40.76979,-73.949278,Cherokee Pl,371,Playground,
304,Mansion Restaurant,40.776008,-73.946807,1634 York Ave,389,"Coffee Shop, Diner, American Restaurant",
304,Emack & Bolio's Ice Cream,40.773675,-73.951306,1564 1st Ave,433,"Ice Cream Parlor, Restaurant",
304,Felice 83,40.774866,-73.951177,1593 1st Ave,433,Italian Restaurant,
304,John Jay Park,40.769939,-73.949764,2 Cherokee Pl,447,Park,
304,Bagel Bob's on York,40.776063,-73.946766,1638 York Ave,444,"Sandwich Spot, Bagel Shop",
304,Yorkshire Wines & Spirits,40.776372,-73.949356,1646 1st Ave,496,Liquor Store,
304,Le Moulin A Cafe,40.76977,-73.95203,1439 York Ave,505,"Café, French Restaurant",
304,Gracie Mansion,40.776106,-73.94314,E 88TH St,514,Monument,
304,Agata & Valentina,40.772117,-73.953082,1505 1st Ave,522,"Gourmet Store, Grocery Store",
304,Lighthouse Park,40.772232,-73.940676,Roosevelt Is,504,State or Provincial Park,
304,City Swiggers,40.777356,-73.950923,320 E 86th St,636,Beer Store,
304,The Penrose,40.775409,-73.953077,1590 2nd Ave,626,"Cocktail Bar, Gastropub, American Restaurant",
304,Jones Wood Foundry,40.770322,-73.953581,401 E 76th St,621,"Bar, Burger Joint, Gastropub",
304,Xi'an Famous Foods,40.772079,-73.954478,328 E 78th St,642,"Chinese Restaurant, Noodle Restaurant",
304,Blackwell Island Lighthouse,40.772838,-73.940219,Lighthouse Park,559,Monument,
304,Anita Gelato,40.774892,-73.954237,1561 2nd Ave,678,"Gelato Shop, Ice Cream Parlor",
304,Oslo Coffee Roasters,40.769189,-73.953581,422 E 75th St,666,"Café, Coffee Shop, Restaurant",
304,Bondurants,40.777169,-73.951834,303 E 85th St,679,"Cocktail Bar, Whisky Bar",
